Country,start_year,start_age,current_age,gender,mortality 
NGA,2019,-1,3,male,0.010888525
NGA,2020,-1,4,female,0.010610175
NGA,2020,-1,4,male,0.010545698
NGA,2021,-1,5,female,0.005004629
NGA,2021,-1,5,male,0.00479997
NGA,2022,-1,6,female,0.004925642
NGA,2022,-1,6,male,0.00471829
NGA,2023,-1,7,female,0.004847901
NGA,2023,-1,7,male,0.004637999
NGA,2024,-1,8,female,0.004771386
NGA,2024,-1,8,male,0.004559075
NGA,2025,-1,9,female,0.00469608
NGA,2025,-1,9,male,0.004481494
NGA,2026,-1,10,female,0.002769894
NGA,2026,-1,10,male,0.002552096
NGA,2027,-1,11,female,0.002734227
NGA,2027,-1,11,male,0.002516344
NGA,2028,-1,12,female,0.00269902
NGA,2028,-1,12,male,0.002481092
NGA,2029,-1,13,female,0.002664265
NGA,2029,-1,13,male,0.002446334
NGA,2030,-1,14,female,0.002629958
NGA,2030,-1,14,male,0.002412065
NGA,2031,-1,15,female,0.00302647
NGA,2031,-1,15,male,0.003304185
NGA,2032,-1,16,female,0.002991998
NGA,2032,-1,16,male,0.003269144
NGA,2033,-1,17,female,0.00295792
NGA,2033,-1,17,male,0.003234475
NGA,2034,-1,18,female,0.00292423
NGA,2034,-1,18,male,0.003200174
NGA,2035,-1,19,female,0.002890923
NGA,2035,-1,19,male,0.003166236
NGA,2036,-1,20,female,0.003797223
NGA,2036,-1,20,male,0.004537608
NGA,2037,-1,21,female,0.003761802
NGA,2037,-1,21,male,0.004490035
NGA,2038,-1,22,female,0.003726712
NGA,2038,-1,22,male,0.004442961
NGA,2039,-1,23,female,0.003691951
NGA,2039,-1,23,male,0.00439638
NGA,2040,-1,24,female,0.003657513
NGA,2040,-1,24,male,0.00435029
NGA,2041,-1,25,female,0.005944267
NGA,2041,-1,25,male,0.005440889
NGA,2042,-1,26,female,0.005922002
NGA,2042,-1,26,male,0.005398838
NGA,2043,-1,27,female,0.00589982
NGA,2043,-1,27,male,0.00535711
NGA,2044,-1,28,female,0.005877724
NGA,2044,-1,28,male,0.005315708
NGA,2045,-1,29,female,0.005855707
NGA,2045,-1,29,male,0.005274622
NGA,2046,-1,30,female,0.008949933
NGA,2046,-1,30,male,0.007421754
NGA,2047,-1,31,female,0.008959373
NGA,2047,-1,31,male,0.007397686
NGA,2048,-1,32,female,0.00896882
NGA,2048,-1,32,male,0.007373692
NGA,2049,-1,33,female,0.00897828
NGA,2049,-1,33,male,0.007349776
NGA,2050,-1,34,female,0.008987747
NGA,2050,-1,34,male,0.007325941
NGA,2051,-1,35,female,0.013470452
NGA,2051,-1,35,male,0.011093973
NGA,2052,-1,36,female,0.013544606
NGA,2052,-1,36,male,0.011109246
NGA,2053,-1,37,female,0.013619169
NGA,2053,-1,37,male,0.011124539
NGA,2054,-1,38,female,0.013694141
NGA,2054,-1,38,male,0.011139859
NGA,2055,-1,39,female,0.013769526
NGA,2055,-1,39,male,0.011155194
NGA,2056,-1,40,female,0.013605914
NGA,2056,-1,40,male,0.012225294
NGA,2057,-1,41,female,0.013660058
NGA,2057,-1,41,male,0.012228261
NGA,2058,-1,42,female,0.013714411
NGA,2058,-1,42,male,0.012231223
